Driver_Age,Vision_Quality,Driving_Speed,Weather,Accident,Severe_Hospitalization
64.6,83.5,63.0,Rain,0,1
42.3,93.3,73.2,Rain,1,1
73.2,72.2,74.7,Rain,1,1
31.7,96.7,74.2,Clear,1,0
49.4,82.2,75.0,Rain,0,0
71.7,72.3,79.0,Snow,1,0
30.1,84.2,88.2,Clear,0,0
25.4,88.4,88.6,Rain,1,0
77.2,54.6,53.3,Clear,0,0
41.0,94.9,73.1,Clear,0,0
63.8,71.7,48.5,Rain,0,0
19.7,96.3,84.3,Rain,0,0
64.2,76.7,64.3,Rain,0,0
39.2,87.6,71.8,Snow,0,0
21.7,100.0,88.8,Clear,0,0
58.9,89.3,51.6,Rain,0,0
34.1,93.4,89.9,Clear,0,0
43.9,85.3,78.7,Clear,0,0
23.4,87.0,77.1,Clear,0,0
27.9,100.0,74.6,Rain,0,0
38.0,96.8,76.8,Clear,0,0
24.0,91.9,92.8,Rain,0,0
79.0,53.3,56.6,Rain,1,0
18.4,99.3,81.3,Clear,0,0
50.4,84.7,67.2,Rain,0,0
26.3,100.0,94.5,Clear,0,0
38.6,85.8,68.1,Clear,0,0
80.0,42.3,54.9,Rain,1,1
28.8,96.6,90.3,Clear,0,1
82.7,34.7,55.6,Rain,1,0
31.8,99.8,85.9,Rain,0,0
67.7,89.7,51.0,Clear,0,1
54.6,79.3,63.3,Rain,0,0
77.3,38.5,71.1,Clear,1,1
55.1,69.1,58.4,Clear,0,0
53.8,84.5,64.2,Clear,0,0
31.1,89.5,77.3,Clear,1,1
29.1,97.2,65.7,Clear,0,0
79.4,47.7,51.3,Snow,1,1
40.0,78.4,72.3,Clear,0,0
42.9,75.5,70.5,Rain,0,0
68.9,74.2,72.4,Clear,1,1
40.7,92.0,86.3,Clear,0,0
81.8,37.5,45.9,Clear,0,0
67.4,62.1,61.3,Rain,1,1
58.0,87.8,70.7,Clear,0,0
77.0,62.5,71.6,Clear,1,1
21.3,100.0,85.9,Clear,0,0
35.2,86.3,76.0,Rain,1,0
49.2,87.9,74.2,Clear,0,0
33.2,83.0,80.7,Rain,1,1
67.8,82.8,50.8,Clear,0,0
79.6,46.8,57.3,Rain,1,1
46.4,74.5,83.2,Clear,1,0
40.9,88.4,68.8,Clear,0,0
82.4,43.1,55.5,Clear,0,1
47.8,85.4,65.7,Snow,1,1
50.8,84.7,43.8,Clear,1,1
41.6,80.8,70.8,Snow,0,0
78.9,52.3,58.6,Clear,1,0
56.1,79.6,59.6,Clear,0,0
69.1,54.2,48.0,Clear,0,0
72.4,60.5,49.4,Clear,0,1
40.9,98.7,78.5,Snow,0,1
47.1,85.3,88.1,Rain,1,0
74.8,71.5,71.1,Rain,0,0
42.3,93.7,56.8,Rain,0,0
71.2,69.0,67.3,Clear,0,1
81.0,41.7,48.1,Snow,1,1
59.8,82.8,57.5,Clear,0,0
67.7,72.6,55.5,Rain,1,1
71.9,62.1,65.5,Clear,1,1
74.6,62.4,66.9,Snow,1,1
44.5,81.9,68.4,Rain,0,0
21.4,90.0,77.8,Snow,1,0
44.9,80.2,73.9,Clear,0,0
63.1,98.3,67.6,Clear,0,1
48.2,92.2,79.7,Clear,0,0
68.2,76.0,47.1,Rain,1,1
41.9,82.0,70.6,Rain,0,0
60.5,88.0,52.3,Clear,0,0
30.5,94.1,74.5,Clear,0,0
68.2,75.2,57.7,Clear,0,1
54.6,77.6,64.9,Rain,0,0
31.7,95.8,66.5,Clear,0,0
37.6,88.8,57.3,Rain,0,0
68.2,67.5,39.0,Clear,0,1
50.3,92.9,65.8,Clear,0,0
32.5,81.9,69.9,Snow,1,1
82.8,43.0,47.3,Clear,1,1
65.9,84.5,74.1,Clear,0,1
82.1,33.1,45.8,Clear,1,1
46.6,82.0,82.7,Clear,0,0
49.8,85.5,83.5,Rain,0,0
78.2,51.9,36.4,Clear,1,1
53.2,84.7,66.9,Rain,0,0
65.4,83.7,57.0,Clear,0,0
34.9,100.0,44.1,Rain,0,0
47.9,84.0,53.6,Rain,0,0
26.3,83.0,84.4,Snow,0,0
31.8,100.0,94.7,Snow,0,0
18.1,100.0,89.0,Clear,0,0
20.6,100.0,82.2,Clear,0,0
83.5,28.2,53.6,Rain,1,1
34.2,92.5,90.3,Clear,0,0
62.4,73.3,83.7,Clear,1,1
74.2,64.2,51.6,Clear,1,1
54.9,74.4,45.2,Clear,0,0
28.3,93.5,54.9,Clear,0,0
66.8,68.9,73.7,Clear,1,1
58.2,84.9,63.4,Clear,0,0
67.0,73.5,62.2,Rain,0,0
69.6,71.6,41.5,Clear,0,0
83.4,37.3,46.3,Snow,1,1
56.4,76.7,61.7,Clear,0,0
40.9,95.9,72.9,Rain,0,0
61.4,82.2,58.6,Clear,0,0
22.6,90.3,67.8,Clear,0,0
78.1,67.6,48.1,Clear,0,0
26.0,100.0,88.9,Clear,0,0
40.0,90.0,73.7,Rain,0,0
72.7,74.1,64.3,Rain,0,0
58.0,98.7,55.0,Clear,0,1
