Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident
Clear,Rural Road,Afternoon,0.0,80.0,2.0,0.0,None,Dry,Car,44.0,29.0,Daylight,0.0
Clear,Highway,Evening,1.0,120.0,4.0,0.0,Low,Under Construction,Bus,46.0,27.0,Daylight,1.0
Rainy,Rural Road,Evening,2.0,50.0,6.0,0.0,Low,Dry,Truck,55.0,34.0,Artificial Light,1.0
Foggy,Highway,Night,2.0,80.0,6.0,0.0,High,Dry,Car,32.0,14.0,Artificial Light,1.0
Rainy,Rural Road,Evening,0.0,80.0,2.0,0.0,None,Wet,Car,38.0,18.0,No Light,0.0
Rainy,Highway,Evening,1.0,100.0,4.0,0.0,None,Dry,Car,30.0,11.0,Artificial Light,0.0
Clear,Rural Road,Afternoon,1.0,50.0,3.0,0.0,None,Wet,Car,18.0,0.0,Daylight,0.0
Clear,City Road,Night,2.0,60.0,6.0,0.0,Moderate,Under Construction,Car,59.0,46.0,No Light,1.0
Stormy,City Road,Night,2.0,50.0,5.0,0.0,Low,Icy,Car,27.0,14.0,Artificial Light,1.0
Stormy,City Road,Evening,1.0,50.0,4.0,0.0,None,Under Construction,Bus,44.0,22.0,Artificial Light,0.0
Rainy,City Road,Afternoon,1.0,30.0,5.0,0.0,None,Wet,Car,28.0,11.0,Daylight,0.0
Clear,City Road,Evening,2.0,50.0,8.0,0.0,None,Dry,Truck,18.0,2.0,Daylight,0.0
Clear,Highway,Morning,1.0,100.0,3.0,0.0,None,Dry,Truck,54.0,39.0,Daylight,0.0
Clear,City Road,Evening,2.0,60.0,6.0,0.0,Low,Dry,Motorcycle,58.0,39.0,Daylight,1.0
Foggy,Highway,Evening,1.0,100.0,4.0,0.0,None,Dry,Truck,41.0,24.0,Daylight,0.0
Clear,City Road,Morning,2.0,60.0,7.0,0.0,None,Under Construction,Truck,71.0,53.0,Daylight,0.0
Snowy,City Road,Afternoon,0.0,50.0,3.0,0.0,None,Wet,Truck,55.0,37.0,Daylight,0.0
Stormy,City Road,Evening,2.0,50.0,5.0,0.0,Low,Under Construction,Car,57.0,38.0,Artificial Light,1.0
Foggy,Highway,Afternoon,1.0,100.0,4.0,0.0,None,Dry,Car,60.0,41.0,Daylight,0.0
Clear,City Road,Evening,1.0,50.0,3.0,0.0,None,Wet,Truck,56.0,38.0,Artificial Light,0.0
Snowy,Mountain Road,Afternoon,0.0,30.0,1.0,0.0,None,Icy,Car,26.0,10.0,Daylight,0.0
Foggy,City Road,Evening,2.0,50.0,6.0,0.0,None,Wet,Motorcycle,34.0,15.0,Daylight,0.0
Rainy,City Road,Morning,2.0,50.0,5.0,0.0,None,Wet,Car,69.0,49.0,Daylight,0.0
Foggy,City Road,Morning,2.0,60.0,5.0,0.0,Low,Dry,Truck,29.0,15.0,Daylight,1.0
Rainy,Highway,Night,1.0,100.0,3.0,0.0,None,Dry,Car,18.0,4.0,Artificial Light,0.0
Clear,City Road,Morning,2.0,60.0,6.0,0.0,None,Dry,Car,46.0,31.0,Daylight,0.0
Clear,Highway,Night,2.0,120.0,6.0,0.0,None,Dry,Car,31.0,19.0,Artificial Light,0.0
Stormy,Highway,Night,1.0,100.0,4.0,0.0,None,Icy,Car,38.0,14.0,No Light,0.0
Snowy,Highway,Night,1.0,100.0,3.0,1.0,Moderate,Icy,Car,62.0,43.0,Artificial Light,1.0
Stormy,City Road,Evening,2.0,50.0,6.0,0.0,None,Wet,Car,67.0,47.0,Artificial Light,0.0
Clear,Highway,Evening,2.0,100.0,8.0,0.0,High,Under Construction,Car,60.0,41.0,Daylight,1.0
Foggy,City Road,Afternoon,1.0,60.0,3.0,0.0,Low,Wet,Car,63.0,36.0,Daylight,1.0
Rainy,Highway,Morning,2.0,100.0,7.0,0.0,Moderate,Wet,Bus,20.0,0.0,Daylight,1.0
Rainy,Rural Road,Afternoon,1.0,80.0,4.0,0.0,None,Dry,Car,69.0,57.0,Daylight,0.0
Rainy,City Road,Evening,2.0,50.0,8.0,0.0,None,Under Construction,Car,74.0,45.0,Daylight,0.0
Clear,Highway,Afternoon,0.0,120.0,3.0,0.0,None,Dry,Car,19.0,0.0,Daylight,0.0
Snowy,City Road,Afternoon,0.0,30.0,1.0,0.0,None,Wet,Bus,47.0,25.0,Daylight,0.0
Clear,Highway,Morning,1.0,100.0,4.0,0.0,None,Wet,Car,23.0,3.0,Daylight,0.0
Rainy,City Road,Afternoon,2.0,30.0,4.0,0.0,Low,Wet,Motorcycle,47.0,23.0,Daylight,1.0
Rainy,City Road,Afternoon,1.0,30.0,2.0,0.0,None,Wet,Car,28.0,6.0,Daylight,0.0
Rainy,City Road,Morning,2.0,50.0,5.0,0.0,Low,Dry,Car,48.0,32.0,Daylight,1.0
Snowy,Rural Road,Night,0.0,60.0,3.0,0.0,None,Icy,Bus,20.0,4.0,No Light,0.0
Rainy,City Road,Night,1.0,60.0,3.0,0.0,None,Dry,Car,69.0,47.0,Artificial Light,0.0
Snowy,Highway,Afternoon,0.0,80.0,5.0,0.0,None,Wet,Bus,62.0,48.0,Daylight,0.0
Clear,City Road,Morning,1.0,60.0,2.0,0.0,None,Dry,Car,61.0,45.0,Daylight,0.0
Clear,City Road,Afternoon,2.0,50.0,4.0,0.0,None,Dry,Motorcycle,72.0,56.0,Daylight,0.0
Stormy,Rural Road,Night,0.0,60.0,3.0,1.0,None,Wet,Bus,57.0,29.0,Artificial Light,0.0
Stormy,City Road,Morning,1.0,50.0,4.0,0.0,Low,Wet,Car,28.0,11.0,Daylight,1.0
Stormy,City Road,Afternoon,1.0,50.0,2.0,0.0,None,Wet,Car,33.0,8.0,Daylight,0.0
Clear,Highway,Evening,2.0,100.0,6.0,0.0,None,Dry,Motorcycle,65.0,41.0,Artificial Light,0.0
Clear,City Road,Evening,2.0,60.0,6.0,1.0,None,Dry,Car,18.0,5.0,Artificial Light,0.0
Clear,Highway,Morning,1.0,120.0,4.0,0.0,Low,Dry,Car,53.0,26.0,Daylight,1.0
Clear,City Road,Morning,2.0,30.0,5.0,1.0,None,Dry,Motorcycle,50.0,37.0,Daylight,0.0
Stormy,Highway,Afternoon,0.0,100.0,3.0,0.0,Low,Wet,Car,28.0,11.0,Daylight,1.0
Clear,Highway,Night,2.0,80.0,5.0,0.0,None,Under Construction,Car,28.0,15.0,Artificial Light,0.0
Rainy,Highway,Night,2.0,100.0,5.0,0.0,High,Wet,Truck,47.0,32.0,Artificial Light,1.0
Rainy,Highway,Evening,0.0,120.0,3.0,0.0,None,Wet,Truck,70.0,57.0,Artificial Light,0.0
Clear,City Road,Evening,2.0,50.0,5.0,0.0,None,Dry,Car,68.0,51.0,Artificial Light,0.0
Clear,City Road,Night,0.0,50.0,1.0,0.0,None,Dry,Car,37.0,25.0,No Light,0.0
Snowy,Rural Road,Evening,1.0,50.0,5.0,0.0,None,Icy,Bus,39.0,22.0,Artificial Light,0.0
Snowy,City Road,Afternoon,1.0,50.0,3.0,0.0,Low,Wet,Car,57.0,38.0,Daylight,1.0
Foggy,Highway,Night,1.0,120.0,3.0,0.0,None,Wet,Car,60.0,50.0,No Light,0.0
Snowy,Highway,Morning,1.0,120.0,4.0,0.0,None,Icy,Truck,26.0,7.0,Daylight,0.0
Rainy,Highway,Night,2.0,80.0,5.0,0.0,Low,Wet,Car,18.0,2.0,Artificial Light,1.0
Stormy,Rural Road,Afternoon,0.0,60.0,1.0,0.0,Low,Wet,Bus,34.0,8.0,Daylight,1.0
Clear,Rural Road,Afternoon,1.0,60.0,4.0,0.0,None,Wet,Car,45.0,29.0,Daylight,0.0
Stormy,City Road,Morning,2.0,50.0,6.0,0.0,None,Wet,Car,47.0,25.0,Daylight,0.0
Rainy,Highway,Afternoon,2.0,100.0,5.0,0.0,None,Wet,Car,28.0,17.0,Daylight,0.0
Foggy,Highway,Evening,1.0,100.0,4.0,0.0,None,Dry,Car,56.0,30.0,Artificial Light,0.0
Snowy,City Road,Afternoon,1.0,50.0,5.0,0.0,High,Icy,Car,73.0,58.0,Daylight,1.0
Snowy,City Road,Morning,1.0,50.0,2.0,0.0,Low,Icy,Car,22.0,8.0,Daylight,1.0
Clear,Highway,Morning,2.0,80.0,6.0,0.0,None,Wet,Car,72.0,51.0,Daylight,0.0
Clear,Highway,Morning,2.0,100.0,7.0,0.0,Low,Wet,Car,49.0,31.0,Daylight,1.0
Rainy,Highway,Evening,1.0,120.0,4.0,0.0,None,Wet,Car,29.0,8.0,Daylight,0.0
Stormy,City Road,Evening,1.0,60.0,4.0,0.0,None,Wet,Car,75.0,54.0,Artificial Light,0.0
Rainy,Highway,Morning,2.0,80.0,6.0,0.0,None,Wet,Car,39.0,26.0,Daylight,0.0
Rainy,Highway,Morning,2.0,100.0,6.0,0.0,Moderate,Wet,Car,38.0,21.0,Daylight,1.0
Foggy,Highway,Morning,1.0,120.0,4.0,0.0,None,Wet,Car,50.0,29.0,Daylight,0.0
Rainy,Highway,Morning,1.0,100.0,3.0,0.0,Low,Wet,Car,35.0,15.0,Daylight,1.0
Rainy,Rural Road,Afternoon,0.0,60.0,4.0,0.0,None,Wet,Car,40.0,26.0,Daylight,0.0
Clear,Highway,Afternoon,2.0,100.0,8.0,0.0,None,Dry,Car,35.0,20.0,Daylight,0.0
Clear,City Road,Night,0.0,30.0,1.0,0.0,None,Dry,Car,36.0,23.0,Artificial Light,0.0
Rainy,Highway,Evening,2.0,100.0,6.0,0.0,None,Dry,Car,37.0,14.0,Artificial Light,0.0
Foggy,Highway,Afternoon,2.0,100.0,6.0,0.0,None,Dry,Car,64.0,44.0,Daylight,0.0
Clear,Rural Road,Evening,0.0,80.0,2.0,0.0,None,Dry,Car,72.0,58.0,No Light,0.0
Stormy,City Road,Afternoon,0.0,30.0,1.0,0.0,None,Wet,Motorcycle,18.0,0.0,Daylight,0.0
Clear,City Road,Evening,2.0,60.0,7.0,0.0,None,Dry,Car,22.0,3.0,Artificial Light,0.0
Clear,Highway,Morning,2.0,100.0,5.0,0.0,None,Dry,Car,25.0,10.0,Daylight,0.0
Clear,Rural Road,Morning,1.0,80.0,3.0,0.0,None,Dry,Car,47.0,27.0,Daylight,0.0
Clear,Rural Road,Afternoon,1.0,80.0,4.0,0.0,None,Dry,Car,60.0,40.0,Daylight,0.0
Foggy,Highway,Evening,2.0,100.0,6.0,0.0,Moderate,Wet,Car,18.0,3.0,Artificial Light,1.0
Snowy,Highway,Afternoon,0.0,120.0,2.0,0.0,None,Icy,Car,47.0,27.0,Daylight,0.0
Rainy,Rural Road,Morning,2.0,60.0,6.0,0.0,None,Wet,Car,52.0,41.0,Daylight,0.0
Clear,Highway,Afternoon,2.0,120.0,6.0,0.0,None,Dry,Truck,44.0,16.0,Daylight,0.0
Foggy,City Road,Afternoon,1.0,60.0,4.0,0.0,None,Dry,Motorcycle,73.0,49.0,Daylight,0.0
Foggy,City Road,Morning,2.0,60.0,4.0,0.0,Moderate,Wet,Car,69.0,43.0,Daylight,1.0
Stormy,Mountain Road,Morning,0.0,50.0,1.0,0.0,Low,Wet,Car,38.0,17.0,Daylight,1.0
Clear,City Road,Night,1.0,60.0,4.0,0.0,None,Dry,Car,21.0,0.0,Artificial Light,0.0
Clear,City Road,Night,2.0,50.0,7.0,0.0,None,Dry,Truck,51.0,32.0,No Light,0.0
Clear,City Road,Evening,0.0,50.0,2.0,0.0,None,Dry,Motorcycle,53.0,34.0,Artificial Light,0.0
Rainy,Highway,Evening,2.0,100.0,10.0,0.0,Low,Wet,Car,19.0,6.0,Artificial Light,1.0
Foggy,City Road,Night,1.0,60.0,2.0,0.0,Low,Dry,Car,34.0,13.0,Artificial Light,1.0
Foggy,Highway,Night,0.0,100.0,2.0,1.0,None,Under Construction,Car,61.0,37.0,No Light,0.0
Rainy,Rural Road,Evening,2.0,80.0,6.0,0.0,Low,Wet,Truck,38.0,27.0,No Light,1.0
Clear,City Road,Night,1.0,30.0,5.0,1.0,None,Dry,Bus,65.0,52.0,Artificial Light,0.0
Snowy,City Road,Evening,1.0,30.0,3.0,0.0,None,Icy,Truck,56.0,38.0,Artificial Light,0.0
Clear,Highway,Afternoon,1.0,120.0,3.0,0.0,None,Dry,Car,36.0,21.0,Daylight,0.0
Clear,Highway,Evening,1.0,100.0,6.0,0.0,None,Dry,Car,54.0,32.0,Artificial Light,0.0
Clear,Highway,Afternoon,2.0,100.0,6.0,0.0,None,Wet,Car,30.0,12.0,Daylight,0.0
Clear,Rural Road,Evening,1.0,50.0,4.0,0.0,None,Dry,Car,75.0,56.0,No Light,0.0
Clear,Highway,Afternoon,1.0,120.0,3.0,0.0,None,Dry,Car,59.0,34.0,Daylight,0.0
Foggy,City Road,Afternoon,1.0,50.0,2.0,0.0,None,Under Construction,Truck,72.0,57.0,Daylight,0.0
Rainy,City Road,Night,1.0,50.0,2.0,0.0,None,Wet,Bus,48.0,31.0,Artificial Light,0.0
Foggy,City Road,Morning,2.0,60.0,5.0,0.0,None,Wet,Truck,23.0,7.0,Daylight,0.0
Foggy,Highway,Evening,0.0,100.0,2.0,0.0,None,Dry,Motorcycle,26.0,6.0,Artificial Light,0.0
Clear,Highway,Evening,2.0,80.0,8.0,1.0,High,Dry,Car,37.0,9.0,Artificial Light,1.0
Snowy,Highway,Afternoon,1.0,120.0,3.0,0.0,None,Dry,Bus,24.0,1.0,Daylight,0.0
Clear,City Road,Night,2.0,50.0,4.0,0.0,Moderate,Dry,Bus,71.0,58.0,No Light,1.0
Stormy,City Road,Morning,2.0,50.0,4.0,0.0,Low,Icy,Car,75.0,58.0,Daylight,1.0
Clear,Rural Road,Afternoon,2.0,80.0,5.0,0.0,None,Dry,Car,59.0,44.0,Daylight,0.0
Stormy,City Road,Afternoon,2.0,60.0,7.0,0.0,None,Wet,Bus,49.0,30.0,Daylight,0.0
Rainy,City Road,Afternoon,2.0,60.0,4.0,0.0,Low,Wet,Car,50.0,40.0,Daylight,1.0
Clear,City Road,Afternoon,0.0,50.0,2.0,0.0,None,Dry,Truck,71.0,45.0,Daylight,0.0
Foggy,City Road,Afternoon,2.0,50.0,6.0,0.0,None,Dry,Car,29.0,7.0,Daylight,0.0
Rainy,City Road,Afternoon,2.0,30.0,5.0,0.0,Low,Wet,Car,58.0,35.0,Daylight,1.0
Foggy,City Road,Evening,2.0,50.0,6.0,0.0,None,Dry,Truck,58.0,36.0,Daylight,0.0
Clear,City Road,Evening,2.0,50.0,5.0,0.0,None,Dry,Car,50.0,36.0,Daylight,0.0
Rainy,Rural Road,Afternoon,0.0,50.0,3.0,0.0,None,Wet,Car,32.0,14.0,Daylight,0.0
Clear,Mountain Road,Afternoon,1.0,30.0,2.0,0.0,None,Wet,Car,31.0,15.0,Daylight,0.0
Snowy,City Road,Evening,2.0,30.0,6.0,0.0,None,Icy,Truck,67.0,49.0,Daylight,0.0
Foggy,City Road,Morning,2.0,50.0,6.0,0.0,None,Wet,Car,69.0,57.0,Daylight,0.0
Clear,Highway,Evening,0.0,100.0,3.0,0.0,None,Under Construction,Car,21.0,5.0,Artificial Light,0.0
Clear,City Road,Night,1.0,50.0,5.0,0.0,None,Dry,Car,70.0,54.0,Artificial Light,0.0
Clear,Highway,Morning,1.0,100.0,3.0,0.0,None,Dry,Car,38.0,22.0,Daylight,0.0
Rainy,Rural Road,Evening,1.0,80.0,4.0,0.0,None,Under Construction,Truck,35.0,17.0,Artificial Light,0.0
Clear,Highway,Morning,2.0,120.0,6.0,0.0,None,Dry,Motorcycle,26.0,11.0,Daylight,0.0
Rainy,City Road,Evening,2.0,50.0,5.0,0.0,Low,Wet,Car,26.0,8.0,Daylight,1.0
Rainy,Highway,Evening,2.0,100.0,6.0,0.0,High,Dry,Car,18.0,0.0,Artificial Light,1.0
Foggy,City Road,Afternoon,2.0,60.0,4.0,0.0,Low,Wet,Bus,38.0,19.0,Daylight,1.0
Rainy,Highway,Evening,1.0,100.0,6.0,0.0,None,Wet,Car,72.0,55.0,Daylight,0.0
Rainy,Highway,Afternoon,0.0,120.0,2.0,0.0,None,Under Construction,Car,62.0,47.0,Daylight,0.0
Foggy,Highway,Morning,2.0,80.0,5.0,0.0,None,Wet,Motorcycle,22.0,8.0,Daylight,0.0
Clear,Highway,Evening,1.0,100.0,4.0,0.0,None,Dry,Truck,57.0,41.0,Artificial Light,0.0
Clear,City Road,Evening,2.0,30.0,9.0,0.0,None,Dry,Car,38.0,23.0,Artificial Light,0.0
Clear,City Road,Afternoon,1.0,50.0,4.0,0.0,None,Wet,Car,66.0,45.0,Daylight,0.0
Foggy,City Road,Morning,2.0,30.0,7.0,0.0,None,Dry,Motorcycle,32.0,8.0,Daylight,0.0
Foggy,Highway,Afternoon,1.0,100.0,4.0,0.0,None,Dry,Car,75.0,58.0,Daylight,0.0
Stormy,City Road,Afternoon,2.0,50.0,5.0,0.0,None,Wet,Car,68.0,52.0,Daylight,0.0
Rainy,Rural Road,Evening,1.0,60.0,4.0,0.0,None,Wet,Motorcycle,52.0,34.0,No Light,0.0
Clear,City Road,Evening,2.0,60.0,6.0,0.0,None,Dry,Car,60.0,44.0,Daylight,0.0
Rainy,Rural Road,Afternoon,1.0,50.0,2.0,0.0,None,Wet,Motorcycle,66.0,42.0,Daylight,0.0
Foggy,Mountain Road,Morning,1.0,30.0,3.0,0.0,None,Dry,Car,43.0,37.0,Daylight,0.0
Clear,Highway,Night,1.0,80.0,5.0,0.0,None,Wet,Car,33.0,12.0,Artificial Light,0.0
Clear,Highway,Evening,2.0,100.0,10.0,0.0,None,Under Construction,Motorcycle,41.0,16.0,Artificial Light,0.0
Clear,City Road,Night,1.0,50.0,2.0,0.0,None,Dry,Truck,43.0,25.0,Artificial Light,0.0
Rainy,City Road,Morning,2.0,50.0,5.0,0.0,None,Wet,Car,41.0,18.0,Daylight,0.0
Foggy,Rural Road,Afternoon,0.0,60.0,1.0,0.0,None,Dry,Truck,39.0,21.0,Daylight,0.0
Rainy,Highway,Afternoon,0.0,100.0,2.0,0.0,None,Wet,Motorcycle,52.0,33.0,Daylight,0.0
Stormy,Rural Road,Afternoon,1.0,60.0,2.0,0.0,None,Under Construction,Truck,60.0,35.0,Daylight,0.0
Clear,City Road,Afternoon,1.0,60.0,3.0,0.0,Moderate,Dry,Truck,30.0,13.0,Daylight,1.0
Foggy,City Road,Night,0.0,30.0,2.0,1.0,None,Dry,Car,55.0,38.0,Artificial Light,0.0
Clear,City Road,Afternoon,2.0,50.0,5.0,0.0,None,Dry,Truck,36.0,23.0,Daylight,0.0
Rainy,Rural Road,Afternoon,0.0,50.0,1.0,0.0,None,Wet,Car,52.0,31.0,Daylight,0.0
Rainy,City Road,Evening,2.0,50.0,5.0,0.0,Moderate,Wet,Car,36.0,21.0,Artificial Light,1.0
Clear,Rural Road,Afternoon,2.0,60.0,5.0,0.0,None,Dry,Car,74.0,56.0,Daylight,0.0
Clear,Highway,Afternoon,0.0,120.0,3.0,1.0,None,Wet,Truck,24.0,5.0,Daylight,0.0
Clear,Rural Road,Afternoon,0.0,80.0,1.0,0.0,None,Wet,Car,71.0,51.0,Daylight,0.0
Clear,City Road,Night,0.0,50.0,4.0,0.0,None,Under Construction,Car,24.0,1.0,Artificial Light,0.0
Clear,City Road,Evening,2.0,50.0,7.0,0.0,None,Dry,Car,33.0,15.0,Artificial Light,0.0
Snowy,Rural Road,Night,0.0,60.0,2.0,1.0,None,Dry,Car,69.0,50.0,Artificial Light,0.0
Clear,City Road,Evening,2.0,60.0,6.0,0.0,None,Dry,Car,45.0,22.0,Daylight,0.0
Rainy,Highway,Morning,2.0,120.0,5.0,0.0,Moderate,Wet,Car,21.0,0.0,Daylight,1.0
Rainy,City Road,Morning,2.0,30.0,6.0,0.0,None,Wet,Car,25.0,4.0,Daylight,0.0
Foggy,City Road,Morning,2.0,50.0,4.0,0.0,Low,Under Construction,Truck,25.0,10.0,Daylight,1.0
Snowy,City Road,Evening,2.0,50.0,5.0,0.0,Low,Icy,Truck,61.0,46.0,Artificial Light,1.0
Snowy,City Road,Evening,1.0,50.0,3.0,0.0,None,Wet,Motorcycle,31.0,7.0,Artificial Light,0.0
Stormy,City Road,Night,0.0,60.0,3.0,0.0,None,Under Construction,Car,60.0,45.0,Artificial Light,0.0
Clear,City Road,Evening,2.0,60.0,9.0,0.0,None,Under Construction,Car,41.0,28.0,Daylight,0.0
Clear,City Road,Morning,1.0,50.0,3.0,0.0,None,Dry,Car,35.0,21.0,Daylight,0.0
Rainy,City Road,Evening,2.0,60.0,6.0,0.0,Low,Wet,Car,61.0,44.0,Artificial Light,1.0
Snowy,Highway,Morning,2.0,100.0,5.0,0.0,High,Icy,Car,38.0,29.0,Daylight,1.0
Rainy,Rural Road,Morning,1.0,80.0,2.0,0.0,None,Wet,Car,49.0,21.0,Daylight,0.0
Clear,Rural Road,Evening,1.0,60.0,3.0,0.0,None,Dry,Car,71.0,48.0,No Light,0.0
Rainy,Rural Road,Night,0.0,80.0,2.0,0.0,None,Under Construction,Car,63.0,52.0,No Light,0.0
Clear,Highway,Afternoon,1.0,100.0,3.0,0.0,None,Wet,Car,49.0,29.0,Daylight,0.0
Foggy,City Road,Afternoon,2.0,30.0,5.0,0.0,None,Under Construction,Car,54.0,36.0,Daylight,0.0
Clear,Highway,Afternoon,1.0,100.0,4.0,0.0,Low,Under Construction,Car,67.0,45.0,Daylight,1.0
Snowy,Mountain Road,Evening,1.0,30.0,6.0,0.0,Low,Icy,Bus,32.0,16.0,No Light,1.0
Snowy,Mountain Road,Night,0.0,50.0,1.0,0.0,Low,Icy,Car,67.0,44.0,Artificial Light,1.0
Rainy,City Road,Afternoon,2.0,50.0,5.0,0.0,Low,Dry,Car,56.0,37.0,Daylight,1.0
Stormy,City Road,Evening,1.0,30.0,4.0,0.0,None,Wet,Motorcycle,27.0,11.0,Artificial Light,0.0
Snowy,City Road,Afternoon,1.0,60.0,3.0,0.0,None,Wet,Car,29.0,14.0,Daylight,0.0
Stormy,City Road,Evening,2.0,30.0,8.0,0.0,Low,Wet,Bus,36.0,21.0,Artificial Light,1.0
Rainy,City Road,Afternoon,2.0,50.0,5.0,0.0,None,Wet,Car,20.0,6.0,Daylight,0.0
Foggy,City Road,Evening,2.0,60.0,5.0,0.0,None,Dry,Car,67.0,45.0,Artificial Light,0.0
Clear,City Road,Morning,2.0,60.0,8.0,0.0,None,Under Construction,Car,71.0,56.0,Daylight,0.0
Clear,Highway,Afternoon,0.0,100.0,3.0,0.0,Moderate,Dry,Bus,60.0,40.0,Daylight,1.0
Snowy,City Road,Afternoon,0.0,60.0,3.0,0.0,Low,Icy,Truck,64.0,46.0,Daylight,1.0
Rainy,Rural Road,Afternoon,1.0,60.0,3.0,0.0,None,Wet,Car,39.0,24.0,Daylight,0.0
Clear,City Road,Evening,1.0,50.0,4.0,0.0,None,Dry,Car,73.0,57.0,Daylight,0.0
Rainy,Rural Road,Evening,0.0,60.0,2.0,0.0,None,Wet,Car,60.0,43.0,Artificial Light,0.0
Clear,Highway,Afternoon,1.0,100.0,4.0,0.0,None,Wet,Car,25.0,8.0,Daylight,0.0
Clear,Rural Road,Evening,1.0,60.0,4.0,0.0,Low,Dry,Truck,35.0,11.0,No Light,1.0
Rainy,City Road,Afternoon,1.0,30.0,2.0,1.0,Low,Wet,Truck,75.0,56.0,Daylight,1.0
Rainy,Mountain Road,Night,0.0,50.0,3.0,0.0,None,Wet,Bus,62.0,46.0,No Light,0.0
Clear,City Road,Morning,2.0,50.0,5.0,0.0,Low,Dry,Car,40.0,26.0,Daylight,1.0
Rainy,City Road,Morning,2.0,60.0,8.0,0.0,Moderate,Wet,Car,18.0,0.0,Daylight,1.0
Clear,Highway,Afternoon,1.0,120.0,6.0,0.0,None,Wet,Truck,60.0,47.0,Daylight,0.0
Clear,City Road,Afternoon,0.0,50.0,3.0,0.0,None,Dry,Car,47.0,25.0,Daylight,0.0
Rainy,City Road,Evening,1.0,50.0,3.0,0.0,None,Dry,Car,75.0,52.0,Artificial Light,0.0
Clear,Highway,Morning,0.0,100.0,2.0,0.0,None,Under Construction,Bus,41.0,25.0,Daylight,0.0
Clear,City Road,Evening,2.0,50.0,5.0,0.0,None,Wet,Car,69.0,45.0,Artificial Light,0.0
Rainy,Rural Road,Evening,1.0,50.0,4.0,0.0,Low,Dry,Motorcycle,32.0,13.0,Artificial Light,1.0
Clear,City Road,Night,2.0,60.0,4.0,0.0,Low,Dry,Car,75.0,58.0,Artificial Light,1.0
Clear,City Road,Afternoon,1.0,60.0,3.0,0.0,None,Dry,Truck,64.0,43.0,Daylight,0.0
Foggy,Highway,Morning,1.0,80.0,3.0,0.0,Moderate,Wet,Car,28.0,4.0,Daylight,1.0
Clear,Rural Road,Afternoon,0.0,80.0,3.0,0.0,None,Dry,Car,61.0,40.0,Daylight,0.0
Rainy,Rural Road,Morning,1.0,60.0,3.0,0.0,Low,Dry,Car,33.0,24.0,Daylight,1.0
Clear,Highway,Night,0.0,80.0,2.0,1.0,None,Dry,Car,21.0,0.0,Artificial Light,0.0
Clear,City Road,Morning,1.0,50.0,2.0,0.0,None,Dry,Car,42.0,22.0,Daylight,0.0
Rainy,City Road,Morning,2.0,50.0,7.0,0.0,Moderate,Dry,Car,49.0,28.0,Daylight,1.0
Stormy,City Road,Evening,1.0,50.0,4.0,0.0,Low,Wet,Truck,36.0,19.0,Artificial Light,1.0
Clear,City Road,Morning,2.0,30.0,5.0,0.0,None,Under Construction,Motorcycle,32.0,3.0,Daylight,0.0
Snowy,Rural Road,Night,0.0,80.0,2.0,0.0,Low,Icy,Car,71.0,56.0,No Light,1.0
Stormy,Highway,Night,1.0,120.0,5.0,0.0,High,Wet,Car,27.0,2.0,Artificial Light,1.0
Clear,Highway,Afternoon,2.0,100.0,5.0,0.0,None,Dry,Car,39.0,25.0,Daylight,0.0
Clear,City Road,Afternoon,2.0,60.0,5.0,0.0,None,Dry,Car,42.0,27.0,Daylight,0.0
Snowy,City Road,Afternoon,2.0,30.0,4.0,0.0,Low,Icy,Car,52.0,32.0,Daylight,1.0
Foggy,City Road,Afternoon,1.0,50.0,4.0,0.0,None,Dry,Car,37.0,21.0,Daylight,0.0
Stormy,Highway,Evening,1.0,100.0,4.0,0.0,None,Under Construction,Motorcycle,68.0,52.0,Artificial Light,0.0
Rainy,Highway,Morning,2.0,100.0,5.0,0.0,None,Dry,Car,68.0,47.0,Daylight,0.0
Clear,Highway,Night,0.0,80.0,3.0,0.0,None,Dry,Car,38.0,22.0,No Light,0.0
Clear,Rural Road,Evening,1.0,60.0,3.0,0.0,None,Dry,Truck,30.0,8.0,Artificial Light,0.0
Rainy,Highway,Night,1.0,120.0,3.0,0.0,Low,Under Construction,Truck,43.0,24.0,Artificial Light,1.0
Rainy,City Road,Evening,1.0,50.0,5.0,0.0,Low,Under Construction,Truck,26.0,7.0,Artificial Light,1.0
Foggy,City Road,Morning,2.0,50.0,5.0,0.0,None,Dry,Car,48.0,34.0,Daylight,0.0
Rainy,City Road,Night,2.0,30.0,5.0,0.0,None,Wet,Car,72.0,50.0,No Light,0.0
Stormy,Highway,Morning,1.0,100.0,3.0,0.0,None,Wet,Car,67.0,50.0,Daylight,0.0
Rainy,Highway,Night,0.0,100.0,3.0,0.0,None,Wet,Motorcycle,18.0,4.0,Artificial Light,0.0
Clear,City Road,Night,1.0,50.0,3.0,1.0,Low,Dry,Car,26.0,6.0,Artificial Light,1.0
Foggy,City Road,Afternoon,1.0,60.0,2.0,1.0,Low,Dry,Car,48.0,29.0,Daylight,1.0
Foggy,Rural Road,Evening,1.0,60.0,3.0,0.0,None,Dry,Truck,57.0,34.0,No Light,0.0
